Month,Year,Plot,Replicate,Species,percent_cover,abundance
JUNE,2017,TP,T1,RUSA,3,6
JUNE,2017,TP,T1,ZEMU,1,4
JUNE,2017,TP,T1,HOBR,1,5
JUNE,2017,TP,T1,ELMA,3,15
JUNE,2017,TP,T1,DISP,7,30
JUNE,2017,TP,T1,POMO,1,1
JUNE,2017,TP,U1,EPBR,3,32
JUNE,2017,TP,U1,STPU,25,50
JUNE,2017,TP,U1,SIBE,15,25
JUNE,2017,TP,U1,THATCH,5,10
JUNE,2017,TP,U1,BARE,55,90
JUNE,2017,MS,U2,ELGL,7,29
JUNE,2017,MS,U2,LACO,4,14
JUNE,2017,MS,U2,SYSU,2,2
JUNE,2017,MS,U2,EPBR,2,4
JUNE,2017,MS,U2,BARE,85,95
JUNE,2017,MS,U3,STPU,2,4
JUNE,2017,MS,U3,BARE,98,100
JUNE,2017,MS,T1,BOMA,15,35
JUNE,2017,MS,T1,ELMA,50,75
JUNE,2017,MS,T1,BARE,45,90
JUNE,2017,MS,T2,CEPA,1,2
JUNE,2017,MS,T2,CYER,2,3
JUNE,2017,MS,T2,LYHY,1,2
JUNE,2017,MS,T2,FEPE,1,1
JUNE,2017,MS,T2,ELMA,1,1
JUNE,2017,MS,T2,SYSU,1,1
JUNE,2017,MS,T2,BARE,95,100
JUNE,2017,MS,C1,CRSC,4,27
JUNE,2017,MS,C1,BARE,96,100
JUNE,2017,MS,C3,MEPO,1,2
JUNE,2017,MS,C3,CRSC,2,19
JUNE,2017,MS,C3,BARE,97,100
JUNE,2017,MS,C2,CRSC,1,25
JUNE,2017,MS,C2,BARE,99,100
JUNE,2017,MS,T3,JUPA,6,10
JUNE,2017,MS,T3,ELMA,13,25
JUNE,2017,MS,T3,DISP,10,24
JUNE,2017,MS,T3,CEPA,1,1
JUNE,2017,MS,T3,BARE,70,100
JUNE,2017,MS,U1,STPU,25,100
JUNE,2017,MS,U1,OXCA,3,4
JUNE,2017,MS,U1,BARE,75,90
JUNE,2017,WT2,U2,STPU,90,100
JUNE,2017,WT2,U2,FEPE,1,4
JUNE,2017,WT2,U2,BARE,15,20
JUNE,2017,WT2,U2,VUMY,1,3
JUNE,2017,WT2,T1,HOBR,25,40
JUNE,2017,WT2,T1,ZEMU,5,15
JUNE,2017,WT2,T1,CYER,11,20
JUNE,2017,WT2,T1,POMO,1,5
JUNE,2017,WT2,T1,ELMA,40,45
JUNE,2017,WT2,T1,CEPA,1,1
JUNE,2017,WT2,T1,ASFA,1,1
JUNE,2017,WT2,T1,JUBU,1,2
JUNE,2017,WT2,T1,BARE,15,50
JUNE,2017,WT2,T1,RUSA,1,2
JUNE,2017,WT2,T1,JUPA,2,3
JUNE,2017,WT2,T1,LYHY,1,2
JUNE,2017,WT2,U1,STPU,80,100
JUNE,2017,WT2,U1,ELGL,4,5
JUNE,2017,WT2,U1,DEFA,7,16
JUNE,2017,WT2,U1,BARE,22,25
JUNE,2017,WT2,U3,STPU,80,100
JUNE,2017,WT2,U3,ELGL,5,10
JUNE,2017,WT2,U3,BARE,15,80
JUNE,2017,WT2,T2,BOMA ,10,20
JUNE,2017,WT2,T2,ELMA,80,100
JUNE,2017,WT2,T2,DISP,40,80
JUNE,2017,WT2,T2,POMO,1,1
JUNE,2017,WT2,T3,ELMA,20,80
JUNE,2017,WT2,T3,DISP,80,100
JUNE,2017,WT2,T3,PHLE,1,5
JUNE,2017,WT2,C3,ELMA,80,100
JUNE,2017,WT2,C3,BARE,20,50
JUNE,2017,WT2,C2,ELMA,60,100
JUNE,2017,WT2,C2,BARE,40,100
JUNE,2017,WT2,C1,ELMA,45,100
JUNE,2017,WT2,C1,SCAM,10,40
JUNE,2017,WT2,C1,BARE,50,100
JUNE,2017,WT1,U1,STPU,60,85
JUNE,2017,WT1,U1,BARE,60,90
JUNE,2017,WT1,U1,OXCA,1,1
JUNE,2017,WT1,T1,JUME,60,75
JUNE,2017,WT1,T1,CAPR,35,50
JUNE,2017,WT1,T1,HOBR,5,10
JUNE,2017,WT1,T1,ZEMU,1,2
JUNE,2017,WT1,U2,ASFA,2,4
JUNE,2017,WT1,U2,STPU,35,65
JUNE,2017,WT1,U2,HOBR,7,20
JUNE,2017,WT1,U2,CYER,1,1
JUNE,2017,WT1,U2,SYSU,3,5
JUNE,2017,WT1,U2,POIN,1,4
JUNE,2017,WT1,U2,POAV,1,1
JUNE,2017,WT1,U2,CEPA,1,3
JUNE,2017,WT1,U2,BARE,50,80
JUNE,2017,WT1,U2,PAIN,1,1
JUNE,2017,WT1,T2,HOBR,4,10
JUNE,2017,WT1,T2,JUPA,2,4
JUNE,2017,WT1,T2,CYER,1,2
JUNE,2017,WT1,T2,CEPA,2,2
JUNE,2017,WT1,T2,JUME,40,60
JUNE,2017,WT1,T2,CAPR,35,60
JUNE,2017,WT1,T2,BARE,20,90
JUNE,2017,WT1,T2,POMO,1,1
JUNE,2017,WT1,T3,JUTE,6,15
JUNE,2017,WT1,T3,CYER,30,50
JUNE,2017,WT1,T3,ZEMU,5,17
JUNE,2017,WT1,T3,CEPA,1,2
JUNE,2017,WT1,T3,JUOC,3,7
JUNE,2017,WT1,T3,JUPA,9,20
JUNE,2017,WT1,T3,POMO,1,3
JUNE,2017,WT1,T3,ELMA,6,10
JUNE,2017,WT1,T3,BARE,40,75
JUNE,2017,WT1,T3,LYHY,1,3
JUNE,2017,WT1,U3,STPU,20,75
JUNE,2017,WT1,U3,HOBR,4,8
JUNE,2017,WT1,U3,ZEMU,5,17
JUNE,2017,WT1,U3,VELA,2,10
JUNE,2017,WT1,U3,EXCA,1,1
JUNE,2017,WT1,U3,SYSU,1,3
JUNE,2017,WT1,U3,POMO,1,2
JUNE,2017,WT1,U3,EUSE,1,1
JUNE,2017,WT1,U3,LYHY,1,1
JUNE,2017,WT1,U3,LACO,1,3
JUNE,2017,WT1,C1,ELMA,80,100
JUNE,2017,WT1,C1,BARE,20,100
JUNE,2017,WT1,C2,JUPH,60,75
JUNE,2017,WT1,C2,EUSE,1,6
JUNE,2017,WT1,C2,BARE,40,50
JUNE,2017,WT1,C3,ELMA,70,100
JUNE,2017,WT1,C3,BARE,30,100
JUNE,2017,CS,U2,EXCA,11,15
JUNE,2017,CS,U2,MALE,20,50
JUNE,2017,CS,U2,HOBR,35,90
JUNE,2017,CS,U2,BARE,35,50
JUNE,2017,CS,U1,STPU,25,70
JUNE,2017,CS,U1,MALE,30,75
JUNE,2017,CS,U1,EXCA,13,16
JUNE,2017,CS,U1,PSLUAL,1,1
JUNE,2017,CS,U1,HOBR,5,8
JUNE,2017,CS,U1,ZEMU,1,1
JUNE,2017,CS,U1,BARE,25,70
JUNE,2017,CS,U3,HOBR,32,75
JUNE,2017,CS,U3,STPU,2,4
JUNE,2017,CS,U3,BARE,66,100
JUNE,2017,CS,T1,CYER,60,90
JUNE,2017,CS,T1,POMO,1,5
JUNE,2017,CS,T1,EUSE,1,6
JUNE,2017,CS,T1,HOBR,2,4
JUNE,2017,CS,T1,BARE,35,80
JUNE,2017,CS,T1,ZEMU,1,4
JUNE,2017,CS,T1,SYSU,2,6
JUNE,2017,CS,T1,LYHY,1,1
JUNE,2017,CS,T1,SOOL,1,1
JUNE,2017,CS,T3,CYER,5,12
JUNE,2017,CS,T3,CAPR,65,90
JUNE,2017,CS,T3,FRSA,14,21
JUNE,2017,CS,T3,DISP,5,20
JUNE,2017,CS,T3,SYSU,1,4
JUNE,2017,CS,T3,BARE,10,15
JUNE,2017,CS,T2,BOMA,5,10
JUNE,2017,CS,T2,CYER,2,5
JUNE,2017,CS,T2,DISP,70,90
JUNE,2017,CS,T2,MALE,4,11
JUNE,2017,CS,T2,ELMA,1,15
JUNE,2017,CS,T2,BARE,15,30
JUNE,2017,CS,C1,CYER,8,20
JUNE,2017,CS,C1,POMO,1,5
JUNE,2017,CS,C1,ELMA,45,100
JUNE,2017,CS,C1,BOMA,1,1
JUNE,2017,CS,C1,ERVA,1,2
JUNE,2017,CS,C1,SYSU,1,7
JUNE,2017,CS,C1,BARE,45,85
JUNE,2017,CS,C3,ERVA,2,7
JUNE,2017,CS,C3,JUME,50,100
JUNE,2017,CS,C3,BOMA,3,6
JUNE,2017,CS,C3,SYSU,1,1
JUNE,2017,CS,C3,CRSC,1,1
JUNE,2017,CS,C3,EUSE,1,2
JUNE,2017,CS,C3,BARE,45,90
JUNE,2017,CS,C3,POTE,1,1
JUNE,2017,CS,C2,ELMA,98,100
JUNE,2017,CS,C2,BARE,2,10
JUNE,2017,PH1,U1,STPU,30,80
JUNE,2017,PH1,U1,HOBR,6,12
JUNE,2017,PH1,U1,SIBE,6,13
JUNE,2017,PH1,U1,MALE,3,16
JUNE,2017,PH1,U1,FEPE,1,10
JUNE,2017,PH1,U1,BARE,28,50
JUNE,2017,PH1,U1,THATCH,28,50
JUNE,2017,PH1,U1,MEPO,1,1
JUNE,2017,PH1,T1,POMO,2,26
JUNE,2017,PH1,T1,ERVA,16,34
JUNE,2017,PH1,T1,SYSU,3,7
JUNE,2017,PH1,T1,ZEMU,4,22
JUNE,2017,PH1,T1,FRSA,4,9
JUNE,2017,PH1,T1,FEPE,3,11
JUNE,2017,PH1,T1,MALE,2,8
JUNE,2017,PH1,T1,ELMA,80,100
JUNE,2017,PH1,T1,LYHY,3,7
JUNE,2017,PH1,T1,BARE,5,10
JUNE,2017,PH1,C1,MALE,1,2
JUNE,2017,PH1,C1,ELMA,96,100
JUNE,2017,PH1,C1,BARE,3,6
JUNE,2017,PH1,C2,MALE,1,2
JUNE,2017,PH1,C2,ERVA,3,7
JUNE,2017,PH1,C2,ELMA,93,100
JUNE,2017,PH1,C2,BARE,3,9
JUNE,2017,PH1,C3,MALE,1,1
JUNE,2017,PH1,C3,ERVA,4,7
JUNE,2017,PH1,C3,ELMA,87,100
JUNE,2017,PH1,C3,BARE,8,20
JUNE,2017,PH1,U2,STPU,12,30
JUNE,2017,PH1,U2,HOBR,35,85
JUNE,2017,PH1,U2,ASFA,4,6
JUNE,2017,PH1,U2,MALE,8,22
JUNE,2017,PH1,U2,ZEMU,1,2
JUNE,2017,PH1,U2,SIBE,30,50
JUNE,2017,PH1,U2,POMO,1,5
JUNE,2017,PH1,U2,FEPE,1,7
JUNE,2017,PH1,U2,EXCA,1,1
JUNE,2017,PH1,U2,BRHO,1,6
JUNE,2017,PH1,U2,LASE,1,1
JUNE,2017,PH1,U2,POMO,1,5
JUNE,2017,PH1,U2,THATCH,5,50
JUNE,2017,PH1,T2,ERVA,63,75
JUNE,2017,PH1,T2,JUPA,35,55
JUNE,2017,PH1,T2,ELMA,20,40
JUNE,2017,PH1,T2,ZEMU,1,1
JUNE,2017,PH1,T2,BARE,5,10
JUNE,2017,PH1,T2,MALE,2,4
JUNE,2017,PH1,T3,ERVA,58,85
JUNE,2017,PH1,T3,ZEMU,8,47
JUNE,2017,PH1,T3,ELMA,20,72
JUNE,2017,PH1,T3,JUPA,8,18
JUNE,2017,PH1,T3,POMO,1,1
JUNE,2017,PH1,T3,FEPE,1,1
JUNE,2017,PH1,T3,BARE,5,20
JUNE,2017,PH1,U3,STPU,77,100
JUNE,2017,PH1,U3,HOBR,1,1
JUNE,2017,PH1,U3,FEPE,1,4
JUNE,2017,PH1,U3,THATCH,20,35
JUNE,2017,RT,U1,STPU,25,55
JUNE,2017,RT,U1,EPBR,1,5
JUNE,2017,RT,U1,SYSU,1,2
JUNE,2017,RT,U1,VUMY,2,4
JUNE,2017,RT,U1,POMO,1,2
JUNE,2017,RT,U1,BARE,70,100
JUNE,2017,RT,T1,CYER,1,4
JUNE,2017,RT,T1,DISP,17,75
JUNE,2017,RT,T1,RUSA,1,4
JUNE,2017,RT,T1,JUPA,3,6
JUNE,2017,RT,T1,HOBR,2,5
JUNE,2017,RT,T1,SYSU,1,1
JUNE,2017,RT,T1,THATCH,7,40
JUNE,2017,RT,T1,BARE,68,80
JUNE,2017,RT,C1,JUPH,89,100
JUNE,2017,RT,C1,BARE,5,15
JUNE,2017,RT,C1,ELMA,5,15
JUNE,2017,RT,C1,DISP,1,1
JUNE,2017,RT,C2,JUPH,95,100
JUNE,2017,RT,C2,BARE,5,10
JUNE,2017,RT,C3,JUPH,60,100
JUNE,2017,RT,C3,BARE,40,100
JUNE,2017,RT,T3,PHLE,4,9
JUNE,2017,RT,T3,DISP,90,100
JUNE,2017,RT,T3,ELMA,7,1
JUNE,2017,RT,T3,POMO,1,3
JUNE,2017,RT,T3,SYSU,1,3
JUNE,2017,RT,T3,HOBR,2,5
JUNE,2017,RT,T3,JUBU,10,35
JUNE,2017,RT,T3,BARE,5,10
JUNE,2017,RT,U3,COFI,1,2
JUNE,2017,RT,U3,STPU,45,70
JUNE,2017,RT,U3,EPBR,1,1
JUNE,2017,RT,U3,THATCH,5,20
JUNE,2017,RT,U3,BARE,50,65
JUNE,2017,RT,U2,EPCA,36,45
JUNE,2017,RT,U2,STPU,25,80
JUNE,2017,RT,U2,SIBE,2,9
JUNE,2017,RT,U2,FEPE,1,2
JUNE,2017,RT,U2,BARE,40,70
JUNE,2017,RT,T2,RUSA,10,20
JUNE,2017,RT,T2,JUPA,5,8
JUNE,2017,RT,T2,BOMA,3,15
JUNE,2017,RT,T2,ELMA,1,12
JUNE,2017,RT,T2,POMO,1,6
JUNE,2017,RT,T2,ASFA,1,1
JUNE,2017,RT,T2,THATCH,49,85
JUNE,2017,RT,T2,BARE,20,25
JUNE,2017,RT,T2,CEPA,1,1
JUNE,2017,RT,T2,SYSU,1,2
JUNE,2017,RT,T2,PSBR,1,3
JULY,2017,PH1,U1,STPU,45,70
JULY,2017,PH1,U1,SIBE,3,9
JULY,2017,PH1,U1,MALE,2,13
JULY,2017,PH1,U1,THATCH,25,50
JULY,2017,PH1,U1,BARE,25,50
JULY,2017,PH1,U1,FEPE,1,3
JULY,2017,PH1,T1,FRSA,2,10
JULY,2017,PH1,T1,SYSU,4,7
JULY,2017,PH1,T1,ZEMU,3,11
JULY,2017,PH1,T1,MALE,1,7
JULY,2017,PH1,T1,ERVA,7,20
JULY,2017,PH1,T1,POMO,1,2
JULY,2017,PH1,T1,ELMA,75,85
JULY,2017,PH1,T1,JUBU,7,9
JULY,2017,PH1,T1,BARE,6,12
JULY,2017,PH1,C1,MALE,1,4
JULY,2017,PH1,C1,ELMA,97,100
JULY,2017,PH1,C1,BARE,2,2
JULY,2017,PH1,C2,ERVA,5,15
JULY,2017,PH1,C2,ELMA,95,100
JULY,2017,PH1,C2,MALE,1,2
JULY,2017,PH1,C2,BARE,3,15
JULY,2017,PH1,C3,ELMA,90,100
JULY,2017,PH1,C3,ERVA,5,15
JULY,2017,PH1,C3,MALE,1,2
JULY,2017,PH1,C3,BARE,8,80
JULY,2017,PH1,T3,JUPA,7,9
JULY,2017,PH1,T3,ERVA,50,85
JULY,2017,PH1,T3,ZEMU,6,30
JULY,2017,PH1,T3,ELMA,30,90
JULY,2017,PH1,T3,POMO,1,5
JULY,2017,PH1,T3,JUBU,2,5
JULY,2017,PH1,T3,BARE,8,20
JULY,2017,PH1,U3,STPU,75,100
JULY,2017,PH1,U3,BRHO,1,1
JULY,2017,PH1,U3,FEPE,1,2
JULY,2017,PH1,U3,THATCH,50,90
JULY,2017,PH1,U3,BARE,1,20
JULY,2017,PH1,U3,HOBR,2,4
JULY,2017,PH1,T2,JUPA,40,50
JULY,2017,PH1,T2,ERVA,30,60
JULY,2017,PH1,T2,ELMA,30,60
JULY,2017,PH1,T2,MALE,4,8
JULY,2017,PH1,T2,BARE,4,8
JULY,2017,PH1,U2,ASFA,3,5
JULY,2017,PH1,U2,HOBR,45,80
JULY,2017,PH1,U2,SIBE,24,43
JULY,2017,PH1,U2,STPU,10,20
JULY,2017,PH1,U2,BRHO,1,3
JULY,2017,PH1,U2,FEPE,1,2
JULY,2017,PH1,U2,MALE,5,20
JULY,2017,PH1,U2,THATCH,10,100
JULY,2017,PH1,U2,EXCA,1,2
JULY,2017,CS,U2,EXCA,12,14
JULY,2017,CS,U2,HOBR,55,90
JULY,2017,CS,U2,MALE,7,31
JULY,2017,CS,U2,BARE,28,90
JULY,2017,CS,U1,EXCA,11,13
JULY,2017,CS,U1,MALE,10,42
JULY,2017,CS,U1,STPU,20,80
JULY,2017,CS,U1,HOBR,5,8
JULY,2017,CS,U1,ZEMU,1,1
JULY,2017,CS,U1,LASE,1,1
JULY,2017,CS,U1,POMO,1,1
JULY,2017,CS,U1,POIN,1,1
JULY,2017,CS,U1,THATCH,10,30
JULY,2017,CS,U1,BARE,40,70
JULY,2017,CS,U3,HOBR,50,100
JULY,2017,CS,U3,STPU,2,3
JULY,2017,CS,U3,BARE,50,100
JULY,2017,CS,T1,CYER,50,90
JULY,2017,CS,T1,EUSE,1,4
JULY,2017,CS,T1,ZEMU,1,3
JULY,2017,CS,T1,SYSU,4,7
JULY,2017,CS,T1,JUBU,1,5
JULY,2017,CS,T1,HOBR,1,2
JULY,2017,CS,T1,POMO,1,2
JULY,2017,CS,T1,BARE,45,75
JULY,2017,CS,T1,POIN,1,1
JULY,2017,CS,T1,LYHY,1,1
JULY,2017,CS,T3,FRSA,21,30
JULY,2017,CS,T3,CAPR,65,75
JULY,2017,CS,T3,DISP,10,16
JULY,2017,CS,T3,CYER,3,4
JULY,2017,CS,T3,BARE,10,30
JULY,2017,CS,T3,SYSU,1,2
JULY,2017,CS,T2,BOMA,4,16
JULY,2017,CS,T2,DISP,75,90
JULY,2017,CS,T2,ELMA,2,18
JULY,2017,CS,T2,MALE,4,12
JULY,2017,CS,T2,CYER,2,3
JULY,2017,CS,T2,BARE,13,30
JULY,2017,CS,C2,SYSU,1,1
JULY,2017,CS,C2,ELMA,98,100
JULY,2017,CS,C2,BARE,2,6
JULY,2017,CS,C3,BOMA,6,6
JULY,2017,CS,C3,JUME,65,100
JULY,2017,CS,C3,ERVA,3,10
JULY,2017,CS,C3,EUSE,1,1
JULY,2017,CS,C3,SYSU,1,1
JULY,2017,CS,C3,CRSC,1,1
JULY,2017,CS,C3,BARE,25,50
JULY,2017,CS,C3,LYHY,1,1
JULY,2017,CS,C1,CYER,11,18
JULY,2017,CS,C1,ELMA,50,100
JULY,2017,CS,C1,SYSU,1,5
JULY,2017,CS,C1,POMO,1,1
JULY,2017,CS,C1,BARE,40,100
JULY,2017,CS,C1,ERVA,1,3
JULY,2017,WT2,U3,STPU ,72,96
JULY,2017,WT2,U3,CEPA,6,8
JULY,2017,WT2,U3,FRSA,1,1
JULY,2017,WT2,U3,BARE,30,50
JULY,2017,WT2,T2,DISP,72,80
JULY,2017,WT2,T2,BOMA,8,10
JULY,2017,WT2,T2,ELMA,20,25
JULY,2017,WT2,T3,ELMA,20,100
JULY,2017,WT2,T3,PHLE,1,3
JULY,2017,WT2,T3,DISP,90,100
JULY,2017,WT2,C3,ELMA,95,100
JULY,2017,WT2,C3,BARE,5,17
JULY,2017,WT2,C2,ELMA,90,100
JULY,2017,WT2,C2,BARE,10,30
JULY,2017,WT2,C1,SCPU,22,30
JULY,2017,WT2,C1,ELMA,55,90
JULY,2017,WT2,C1,BARE,25,50
JULY,2017,WT2,T1,CYER,9,16
JULY,2017,WT2,T1,ELMA,30,40
JULY,2017,WT2,T1,ZEMU,7,13
JULY,2017,WT2,T1,CEPA,1,7
JULY,2017,WT2,T1,POMO,1,2
JULY,2017,WT2,T1,HOBR,22,35
JULY,2017,WT2,T1,JUPA,2,6
JULY,2017,WT2,T1,THATCH,20,25
JULY,2017,WT2,T1,BARE,20,25
JULY,2017,WT2,U1,CEPA,1,1
JULY,2017,WT2,U1,STPU,65,70
JULY,2017,WT2,U1,DEFA,25,30
JULY,2017,WT2,U1,BARE,12,20
JULY,2017,WT2,U2,STPU,80,90
JULY,2017,WT2,U2,FEPE,1,10
JULY,2017,WT2,U2,VUMY,1,15
JULY,2017,WT2,U2,BARE,14,20
JULY,2017,WT2,U2,THATCH,25,80
JULY,2017,WT1,U1,STPU,60,100
JULY,2017,WT1,U1,BARE,40,75
JULY,2017,WT1,U1,PAIN,1,1
JULY,2017,WT1,T1,CAPR,40,80
JULY,2017,WT1,T1,JUME,50,90
JULY,2017,WT1,T1,BARE,10,15
JULY,2017,WT1,T2,CAPR,35,50
JULY,2017,WT1,T2,HOBR,4,6
JULY,2017,WT1,T2,CEPA,2,6
JULY,2017,WT1,T2,JUPA,3,7
JULY,2017,WT1,T2,JUBU,3,6
JULY,2017,WT1,T2,JUME,30,60
JULY,2017,WT1,T2,CRSE,1,2
JULY,2017,WT1,T2,BARE,25,40
JULY,2017,WT1,U2,STPU,32,85
JULY,2017,WT1,U2,ASFA,3,6
JULY,2017,WT1,U2,HORB,8,14
JULY,2017,WT1,U2,CEPA,1,3
JULY,2017,WT1,U2,ZEMU,1,1
JULY,2017,WT1,U2,BARE,55,75
JULY,2017,WT1,U2,JUBU,1,2
JULY,2017,WT1,U2,POMO,1,2
JULY,2017,WT1,U2,SYSU,1,3
JULY,2017,WT1,U2,POIN,1,2
JULY,2017,WT1,T3,CYER,28,46
JULY,2017,WT1,T3,JUOC,1,5
JULY,2017,WT1,T3,ZEMU,4,15
JULY,2017,WT1,T3,EPBR,1,2
JULY,2017,WT1,T3,CEPA,1,2
JULY,2017,WT1,T3,JUPA,12,22
JULY,2017,WT1,T3,JUTE,9,13
JULY,2017,WT1,T3,ELMA,13,15
JULY,2017,WT1,T3,BARE,30,50
JULY,2017,WT1,T3,STPU,1,1
JULY,2017,RT,T3,JUBU,8,25
JULY,2017,RT,T3,DISP,70,85
JULY,2017,RT,T3,ELMA,6,10
JULY,2017,RT,T3,PHLE,4,13
JULY,2017,RT,T3,POMO,1,1
JULY,2017,RT,T3,HOBR,2,3
JULY,2017,RT,T3,RUSA,1,1
JULY,2017,RT,T3,BARE,4,12
JULY,2017,RT,T2,RUSA,9,18
JULY,2017,RT,T2,JUPA,4,8
JULY,2017,RT,T2,CEPA,1,3
JULY,2017,RT,T2,PHLE,2,6
JULY,2017,RT,T2,SYSU,2,5
JULY,2017,RT,T2,ESCA,1,2
JULY,2017,RT,T2,BOMA,2,4
JULY,2017,RT,T2,PSBR,1,2
JULY,2017,RT,T2,ELMA,2,10
JULY,2017,RT,T2,BARE,15,70
JULY,2017,RT,T2,THATCH,52,85
JULY,2017,RT,T2,JUBU,2,8
JULY,2017,RT,T1,HOBR,2,6
JULY,2017,RT,T1,JUBU,4,10
JULY,2017,RT,T1,JUPA,3,6
JULY,2017,RT,T1,DISP,15,38
JULY,2017,RT,T1,RUSA,1,4
JULY,2017,RT,T1,CYER,1,2
JULY,2017,RT,T1,PHLE,1,1
JULY,2017,RT,T1,SYSU,1,2
JULY,2017,RT,T1,ELMA,1,1
JULY,2017,RT,T1,ERCA,1,2
JULY,2017,RT,T1,THATCH,3,10
JULY,2017,RT,T1,BARE,62,85
JULY,2017,RT,U1,STPU,20,40
JULY,2017,RT,U1,EPBR,1,4
JULY,2017,RT,U1,VUMY,4,10
JULY,2017,RT,U1,THATCH,5,13
JULY,2017,RT,U1,BARE,67,95
JULY,2017,RT,C3,ELMA,85,100
JULY,2017,RT,C3,DISP,2,4
JULY,2017,RT,C3,JUPH,4,11
JULY,2017,RT,C3,BARE,4,23
JULY,2017,RT,C2,JUPH,88,95
JULY,2017,RT,C2,ELMA,2,7
JULY,2017,RT,C2,BARE,4,20
JULY,2017,RT,C1,PSBR,1,4
JULY,2017,RT,C1,JUPH,80,90
JULY,2017,RT,C1,DISP,2,7
JULY,2017,RT,C1,BARE,13,85
JULY,2017,RT,U3,STPU,42,70
JULY,2017,RT,U3,COFI,1,2
JULY,2017,RT,U3,BARE,55,65
JULY,2017,RT,U3,THATCH,4,30
JULY,2017,RT,U2,EPCA,27,45
JULY,2017,RT,U2,STPU,32,55
JULY,2017,RT,U2,SIBE,1,7
JULY,2017,RT,U2,THATCH,4,12
JULY,2017,RT,U2,BARE,30,50
JULY,2017,MS,C3,BARE,99,100
JULY,2017,MS,C3,CRSC,1,8
JULY,2017,MS,C2,CRSC,10,38
JULY,2017,MS,C2,BARE,90,98
JULY,2017,MS,C1,CRSC,2,12
JULY,2017,MS,C1,BARE,98,100
JULY,2017,MS,T2,CEPA,3,7
JULY,2017,MS,T2,SYSU,1,4
JULY,2017,MS,T2,CYER,1,1
JULY,2017,MS,T2,CRSC,1,1
JULY,2017,MS,T2,BARE,92,100
JULY,2017,MS,T2,LYHY,1,1
JULY,2017,MS,T3,JUPA,2,8
JULY,2017,MS,T3,DISP,12,27
JULY,2017,MS,T3,ELMA,18,24
JULY,2017,MS,T3,CEPA,1,2
JULY,2017,MS,T3,BARE,65,98
JULY,2017,MS,T1,BOMA,12,25
JULY,2017,MS,T1,ELMA,86,95
JULY,2017,MS,T1,BARE,5,15
JULY,2017,MS,U3,STPU,3,10
JULY,2017,MS,U3,MEIN,7,14
JULY,2017,MS,U3,BARE,90,100
JULY,2017,MS,U2,EPBR,4,15
JULY,2017,MS,U2,ELGL,9,25
JULY,2017,MS,U2,HEGR,13,21
JULY,2017,MS,U2,SYSU,3,15
JULY,2017,MS,U2,BARE,70,96
JULY,2017,MS,U1,OXCA,1,7
JULY,2017,MS,U1,STPU,35,55
JULY,2017,MS,U1,POAVDE,1,1
JULY,2017,MS,U1,BARE,63,92
JULY,2017,TP,C1,JUPH,97,100
JULY,2017,TP,C1,BARE,3,8
JULY,2017,TP,C2,ELMA,72,100
JULY,2017,TP,C2,BARE,28,5
JULY,2017,TP,C3,ELMA,80,100
JULY,2017,TP,C3,DISP,10,80
JULY,2017,TP,C3,BARE,10,95
JULY,2017,WT1,U3,HOBR,3,7
JULY,2017,WT1,U3,STPU,35,95
JULY,2017,WT1,U3,VELA,3,9
JULY,2017,WT1,U3,LACO,1,3
JULY,2017,WT1,U3,ZEMU,5,21
JULY,2017,WT1,U3,POMO,1,4
JULY,2017,WT1,U3,BARE,55,90
JULY,2017,WT1,U3,SYSU ,1,9
JULY,2017,WT1,C1,ELMA,90,100
JULY,2017,WT1,C1,BARE,10,100
JULY,2017,WT1,C2,JUPH,75,90
JULY,2017,WT1,C2,EUSE,1,3
JULY,2017,WT1,C2,CRSC,1,1
JULY,2017,WT1,C2,BARE,25,40
JULY,2017,WT1,C3,CRSC,1,2
JULY,2017,WT1,C3,ELMA,95,100
JULY,2017,WT1,C3,BARE,6,25
JULY,2017,TP,T1,CYER,30,46
JULY,2017,TP,T1,RUSA,3,7
JULY,2017,TP,T1,HOBR,3,6
JULY,2017,TP,T1,ZEMU,1,3
JULY,2017,TP,T1,DISP,5,22
JULY,2017,TP,T1,SYSU,1,3
JULY,2017,TP,T1,BARE,60,90
JULY,2017,TP,T1,ELMA,3,15
JULY,2017,TP,U1,SIBE,18,31
JULY,2017,TP,U1,EPBR,2,10
JULY,2017,TP,U1,STPU,40,90
JULY,2017,TP,U1,FEPE,1,3
JULY,2017,TP,U1,BARE,35,50
JULY,2017,TP,U1,THATCH,5,25
JULY,2017,TP,U2,EPBR,5,49
JULY,2017,TP,U2,STPU,40,90
JULY,2017,TP,U2,ASFA,1,3
JULY,2017,TP,U2,SIBE,1,2
JULY,2017,TP,U2,ELGL,1,1
JULY,2017,TP,U2,ZEMU,7,15
JULY,2017,TP,U2,BARE,30,60
JULY,2017,TP,U2,THATCH,15,35
JULY,2017,TP,T2,JUPA,1,2
JULY,2017,TP,T2,JUBU,52,67
JULY,2017,TP,T2,EPBR,1,7
JULY,2017,TP,T2,POMO,1,2
JULY,2017,TP,T2,CYER,4,14
JULY,2017,TP,T2,RUSA,1,2
JULY,2017,TP,T2,SYSU,1,2
JULY,2017,TP,T2,ZEMU,1,5
JULY,2017,TP,T2,BARE,37,50
JULY,2017,TP,T2,PHLE,1,2
JULY,2017,TP,U3,HOBR,70,100
